user_id,total_session_count,total_category_browse_count,added_to_cart,cart_value,search_count,days_active_last_7,event_count
QB117552,2,7,no,0.0,3,3,17
QB117557,2,0,no,0.0,2,1,5
QB117567,1,2,no,0.0,1,1,9
QB117568,6,3,no,0.0,5,3,10
QB117575,2,4,yes,849.78,2,2,18
QB117578,6,3,yes,230.94,5,3,21
QB117580,4,2,no,0.0,3,2,7
QB117583,11,13,yes,256.8,10,5,23
QB117587,4,3,no,0.0,1,2,12
QB117588,2,2,no,0.0,3,2,9
QB117595,7,8,yes,126.44,6,4,29
QB117604,1,0,no,0.0,2,1,4
QB117607,2,1,no,0.0,2,1,6
QB117610,4,3,no,0.0,2,1,8
QB117611,9,4,yes,523.51,4,4,8
QB117613,6,6,no,0.0,2,3,22
QB117615,18,7,yes,270.31,3,5,55
QB117616,7,6,yes,476.48,2,4,23
QB117619,2,2,no,0.0,0,2,13
QB117620,2,0,no,0.0,1,1,5
QB117622,1,1,yes,363.56,1,2,9
QB117631,13,11,yes,487.1,9,7,55
QB117636,2,0,no,0.0,0,1,4
QB117639,9,9,no,0.0,5,7,67
QB117646,1,1,no,0.0,0,1,10
QB117649,2,1,no,0.0,2,1,4
QB117655,5,5,yes,396.64,3,3,10
QB117660,3,5,yes,201.61,5,2,17
QB117661,7,3,yes,532.75,1,2,16
QB117663,1,3,no,0.0,3,1,5
QB117664,8,3,yes,241.59,1,3,13
QB117667,2,1,no,0.0,1,1,13
QB117671,4,1,no,0.0,1,1,3
QB117677,1,3,no,0.0,2,2,4
QB117687,1,2,yes,166.08,1,1,8
QB117688,1,1,no,0.0,0,1,2
QB117689,1,1,no,0.0,2,1,3
QB117698,4,2,no,0.0,0,2,14
QB117701,1,1,no,0.0,3,1,9
QB117707,8,7,yes,364.09,5,3,9
QB117712,4,5,yes,173.71,5,4,24
QB117713,5,7,yes,309.88,5,3,27
QB117717,1,1,yes,788.49,3,2,4
QB117720,4,1,yes,295.08,0,2,13
QB117723,2,2,yes,260.86,1,3,12
QB117729,5,6,yes,301.82,9,4,75
QB117734,2,0,no,0.0,2,1,5
QB117735,10,13,yes,813.57,4,4,40
QB117738,2,3,yes,197.76,3,3,10
QB117742,4,2,yes,222.47,3,2,12
QB117745,2,1,no,0.0,1,1,3
QB117749,6,5,yes,345.94,4,4,27
QB117759,6,5,yes,344.89,9,5,57
QB117765,1,2,no,0.0,3,1,5
QB117771,9,5,yes,200.66,7,5,69
QB117773,3,1,no,0.0,1,1,6
QB117775,6,6,no,0.0,3,4,23
QB117778,5,12,no,0.0,9,5,27
QB117779,3,6,no,0.0,2,4,22
QB117781,1,1,no,0.0,0,1,2
QB117784,11,9,yes,138.67,8,4,34
QB117799,17,5,yes,187.52,4,5,22
QB117800,19,6,yes,78.59,7,5,59
QB117802,5,9,yes,848.72,7,4,50
QB117804,4,2,no,0.0,4,4,34
QB117806,2,0,no,0.0,0,1,4
QB117820,4,1,yes,293.5,1,2,4
QB117821,1,3,no,0.0,1,1,6
QB117823,2,1,no,0.0,0,1,3
QB117826,3,1,yes,299.25,2,2,11
QB117827,1,2,no,0.0,1,2,3
QB117833,1,0,no,0.0,2,1,7
QB117834,2,1,no,0.0,1,1,7
QB117836,12,11,no,0.0,4,4,48
QB117841,1,0,no,0.0,2,1,3
QB117845,3,1,no,0.0,2,1,13
QB117849,3,5,no,0.0,3,3,33
QB117850,2,1,no,0.0,1,1,5
QB117853,5,2,yes,204.24,3,2,31
QB117855,9,13,yes,286.74,8,6,69
QB117861,4,3,no,0.0,0,1,14
QB117863,5,6,no,0.0,4,4,33
QB117866,5,5,no,0.0,1,2,13
QB117867,4,7,yes,287.02,5,2,19
QB117868,3,3,yes,372.36,2,1,14
QB117870,9,4,yes,117.25,9,7,29
QB117875,6,4,yes,221.58,3,2,27
QB117876,9,5,yes,251.65,5,3,11
QB117880,8,6,yes,214.39,4,3,24
QB117881,1,1,no,0.0,1,2,11
QB117884,2,3,no,0.0,3,1,4
QB117892,1,0,no,0.0,0,1,5
QB117897,6,12,yes,150.01,10,7,65
QB117904,2,0,no,0.0,1,1,6
QB117907,8,11,no,0.0,9,5,44
QB117909,2,0,no,0.0,1,1,5
QB117914,1,1,no,0.0,0,1,12
QB117917,4,5,yes,169.07,5,2,14
QB117918,7,10,yes,340.17,4,6,20
QB117920,2,2,no,0.0,0,1,6
QB117923,3,2,no,0.0,1,1,6
QB117924,7,7,no,0.0,1,4,18
QB117925,1,1,no,0.0,0,1,3
QB117928,16,9,yes,217.89,11,6,47
QB117930,4,5,yes,181.28,3,3,19
QB117931,2,3,yes,179.35,0,1,6
QB117932,7,4,no,0.0,2,3,23
QB117934,2,1,no,0.0,2,2,12
QB117936,9,5,yes,497.2,1,4,28
QB117944,2,2,yes,288.48,5,2,16
QB117946,4,3,yes,132.84,0,1,12
QB117955,7,14,yes,110.17,4,4,58
QB117960,7,6,yes,279.6,3,7,72
QB117963,10,7,yes,227.68,9,5,28
QB117967,2,0,no,0.0,0,1,3
QB117968,3,1,yes,117.28,1,2,9
QB117969,2,0,no,0.0,1,1,7
QB117973,2,1,no,0.0,1,1,1
QB117976,7,11,no,0.0,10,4,65
QB117987,7,4,no,0.0,1,2,13
QB117991,12,12,yes,228.75,3,5,60
QB117992,7,6,no,0.0,1,2,11
QB117995,3,3,no,0.0,5,3,11
QB117996,9,7,no,0.0,1,2,13
QB117998,16,4,yes,187.69,9,7,42
QB118002,7,13,no,0.0,7,5,66
QB118003,1,2,no,0.0,2,1,13
QB118004,2,1,yes,199.06,0,1,5
QB118007,3,3,yes,189.18,2,1,5
QB118009,4,2,yes,234.98,5,3,10
QB118012,4,1,yes,359.43,1,1,3
QB118013,2,3,no,0.0,1,1,6
QB118014,3,1,no,0.0,3,1,12
QB118015,6,4,no,0.0,1,3,29
QB118019,2,0,no,0.0,1,1,6
QB118026,2,1,no,0.0,0,1,3
QB118039,1,1,no,0.0,0,1,1
QB118047,1,2,no,0.0,0,2,7
QB118048,6,7,yes,252.13,4,2,33
QB118051,9,6,yes,239.0,3,4,19
QB118064,9,4,no,0.0,1,3,15
QB118065,1,1,no,0.0,0,1,3
QB118066,1,2,yes,492.88,1,2,6
QB118072,7,3,no,0.0,3,2,8
QB118077,2,5,yes,238.75,5,2,21
QB118082,1,1,no,0.0,1,1,2
QB118083,4,2,no,0.0,2,2,4
QB118088,6,12,yes,129.86,10,7,78
QB118093,1,2,yes,347.91,3,1,6
QB118104,3,1,yes,259.44,0,2,12
QB118105,1,0,no,0.0,0,1,1
QB118107,3,3,yes,191.61,3,3,33
QB118110,9,5,yes,84.14,3,2,30
QB118112,4,7,yes,265.14,3,2,13
QB118117,2,1,no,0.0,1,1,1
QB118118,1,1,no,0.0,0,1,6
QB118121,19,4,no,0.0,8,4,21
QB118124,10,14,yes,257.21,5,6,51
QB118131,2,1,no,0.0,3,2,8
QB118132,4,3,yes,276.83,0,2,7
QB118133,13,11,no,0.0,3,7,50
QB118135,2,0,yes,97.27,0,1,5
QB118145,3,3,no,0.0,3,2,12
QB118158,4,2,no,0.0,3,1,13
QB118160,2,0,no,0.0,0,1,4
QB118168,3,3,no,0.0,0,2,5
QB118171,10,8,yes,226.62,9,6,63
QB118172,4,1,no,0.0,0,2,7
QB118176,2,7,yes,218.24,1,2,16
QB118178,2,1,no,0.0,3,1,4
QB118179,1,1,no,0.0,1,1,1
QB118180,14,7,yes,343.28,7,6,43
QB118181,1,1,no,0.0,3,2,10
QB118184,4,3,no,0.0,0,1,10
QB118185,3,2,no,0.0,0,2,13
QB118192,9,2,yes,136.53,3,2,26
QB118194,3,3,no,0.0,0,2,9
QB118195,3,3,no,0.0,1,1,6
QB118196,7,2,yes,207.34,5,4,10
QB118197,1,1,no,0.0,2,1,2
QB118198,4,3,no,0.0,1,1,11
QB118202,2,4,yes,805.41,2,3,27
QB118209,8,4,no,0.0,1,4,19
QB118210,2,3,no,0.0,3,2,4
QB118220,1,1,no,0.0,1,1,5
QB118224,8,14,no,0.0,7,7,24
QB118236,1,0,no,0.0,0,1,6
QB118238,6,8,no,0.0,5,6,44
QB118240,9,2,yes,491.19,3,4,30
QB118243,2,0,no,0.0,0,1,5
QB118246,18,13,yes,596.9,9,6,71
QB118251,2,1,no,0.0,2,1,2
QB118259,3,2,yes,157.03,4,3,11
QB118261,5,4,yes,226.48,1,4,15
QB118264,6,5,yes,347.21,3,2,32
QB118273,1,1,yes,152.71,1,2,11
QB118274,14,5,yes,416.87,8,6,20
QB118278,9,7,no,0.0,4,4,21
QB118285,3,1,no,0.0,2,2,13
QB118292,4,2,no,0.0,4,3,28
QB118294,4,5,yes,160.43,4,2,21
QB118300,2,6,yes,245.37,1,4,32
QB118304,12,8,yes,285.1,6,5,21
QB118308,2,1,no,0.0,1,2,7
QB118310,2,1,no,0.0,1,1,1
QB118311,2,7,yes,304.61,2,2,23
QB118314,7,11,yes,285.92,8,5,76
QB118317,2,1,no,0.0,0,1,1
QB118318,6,5,no,0.0,2,4,25
QB118321,1,0,no,0.0,1,1,6
QB118322,12,9,yes,71.98,8,5,60
QB118326,6,6,yes,189.82,1,4,16
QB118327,4,3,no,0.0,2,2,5
QB118329,7,7,yes,240.12,1,4,25
QB118333,4,6,no,0.0,4,3,26
QB118341,2,4,yes,267.93,2,3,17
QB118345,17,4,no,0.0,11,5,24
QB118353,7,10,yes,142.61,3,7,67
QB118362,4,3,no,0.0,2,2,9
QB118364,2,4,no,0.0,2,4,13
QB118365,16,4,no,0.0,8,4,40
QB118370,7,6,yes,118.08,4,2,18
QB118374,9,7,yes,474.88,5,4,29
QB118377,2,4,no,0.0,2,3,23
QB118379,4,3,yes,64.85,5,4,15
QB118380,4,1,yes,293.65,2,1,12
QB118382,2,6,yes,178.51,5,4,31
QB118386,1,0,yes,522.25,0,1,5
QB118390,2,2,no,0.0,1,1,8
QB118394,4,1,no,0.0,2,1,3
QB118401,3,1,yes,693.53,1,1,9
QB118419,2,6,yes,369.38,3,2,17
QB118420,5,5,yes,221.15,2,4,12
QB118440,1,0,no,0.0,1,1,7
QB118447,6,3,no,0.0,3,2,22
QB118450,2,3,yes,386.83,1,1,7
QB118451,1,0,no,0.0,1,1,7
QB118454,1,0,yes,342.77,1,1,7
QB118455,13,6,no,0.0,9,6,64
QB118458,4,4,no,0.0,5,2,11
QB118461,1,1,no,0.0,2,1,6
QB118462,4,3,no,0.0,0,1,6
QB118479,7,2,no,0.0,4,4,27
QB118481,10,7,yes,372.44,7,6,33
QB118485,1,1,no,0.0,2,1,9
QB118486,15,9,yes,428.34,9,6,25
QB118488,4,2,yes,237.58,5,3,11
QB118490,8,2,no,0.0,3,3,25
QB118492,9,13,no,0.0,3,4,38
QB118496,9,3,yes,313.46,5,3,12
QB118499,3,2,no,0.0,2,2,9
QB118504,13,10,yes,204.29,11,4,57
QB118511,4,1,no,0.0,1,1,8
QB118513,18,11,no,0.0,11,6,72
QB118521,3,1,no,0.0,0,2,6
QB118525,15,14,no,0.0,6,4,21
QB118526,6,11,no,0.0,5,4,43
QB118529,5,5,yes,116.33,3,4,18
QB118534,2,1,no,0.0,2,1,3
QB118537,6,6,no,0.0,3,3,10
QB118539,2,1,no,0.0,2,1,2
QB118542,9,3,yes,184.48,3,4,22
QB118545,3,2,yes,196.54,1,1,5
QB118547,4,2,no,0.0,0,1,13
QB118550,2,6,yes,184.42,4,2,26
QB118551,7,3,no,0.0,2,3,10
QB118555,4,2,no,0.0,4,3,29
QB118556,3,3,yes,127.75,0,2,3
QB118557,2,0,no,0.0,2,1,6
QB118559,7,8,yes,202.46,3,4,58
QB118561,1,1,no,0.0,1,1,2
QB118576,1,3,yes,179.31,1,2,7
QB118579,2,2,no,0.0,2,2,7
QB118580,2,3,no,0.0,1,1,8
QB118588,2,2,no,0.0,3,1,3
QB118590,1,2,yes,122.79,0,1,13
QB118602,2,4,no,0.0,1,4,30
QB118605,18,4,yes,329.31,5,5,69
QB118612,15,11,no,0.0,9,5,28
QB118616,2,1,no,0.0,2,1,4
QB118629,14,5,yes,363.81,5,6,46
QB118633,9,11,no,0.0,7,6,36
QB118634,2,2,no,0.0,0,1,8
QB118643,4,3,yes,357.94,2,4,34
QB118646,2,3,yes,130.44,3,3,13
QB118649,2,1,no,0.0,1,1,4
QB118650,3,1,no,0.0,3,1,11
QB118651,9,3,yes,284.55,4,3,33
QB118654,7,2,yes,168.08,4,4,33
QB118666,4,1,no,0.0,3,1,3
QB118670,3,2,yes,481.1,1,2,4
QB118676,10,11,yes,165.27,5,4,22
QB118677,8,2,yes,485.98,4,4,24
QB118682,2,3,yes,282.52,2,2,4
QB118684,3,3,no,0.0,0,1,4
QB118686,3,3,no,0.0,1,2,6
QB118687,10,10,yes,385.42,6,5,72
QB118690,7,12,yes,401.99,6,6,34
QB118692,8,8,yes,293.96,11,4,65
QB118695,4,5,no,0.0,5,4,27
QB118703,11,4,yes,219.04,9,6,77
QB118714,1,0,no,0.0,0,1,7
QB118722,3,1,yes,130.09,2,2,3
QB118724,4,2,no,0.0,1,2,3
QB118727,3,4,yes,159.36,2,2,9
QB118729,1,3,no,0.0,2,1,11
QB118732,3,1,no,0.0,0,1,4
QB118735,2,2,no,0.0,0,1,7
QB118742,8,5,no,0.0,1,4,14
QB118743,2,2,yes,678.86,0,2,3
QB118751,1,1,no,0.0,2,2,9
QB118754,3,4,yes,172.03,4,4,17
QB118756,4,1,no,0.0,0,1,10
QB118758,2,1,no,0.0,0,2,4
QB118760,1,3,yes,164.21,1,2,3
QB118761,1,0,no,0.0,0,1,4
QB118763,1,1,no,0.0,3,1,11
QB118770,4,3,no,0.0,3,1,8
QB118785,2,3,no,0.0,2,2,3
QB118788,8,2,yes,133.33,4,2,27
QB118794,2,1,no,0.0,0,1,14
QB118802,9,2,yes,306.27,1,2,14
QB118808,5,7,yes,114.34,2,4,17
QB118820,4,1,yes,556.07,2,2,9
QB118821,5,5,yes,817.25,6,7,49
QB118823,15,10,yes,120.32,4,6,63
QB118824,11,12,yes,199.29,3,6,26
QB118826,1,3,yes,82.78,1,1,10
QB118831,7,4,yes,341.72,4,4,20
QB118834,9,7,yes,224.73,3,4,21
QB118845,1,1,no,0.0,0,1,6
QB118848,4,1,yes,404.51,1,2,3
QB118858,1,0,no,0.0,1,1,3
QB118865,1,1,no,0.0,2,1,7
QB118866,17,11,yes,202.22,9,5,65
QB118869,1,1,yes,418.1,1,1,7
QB118872,3,7,no,0.0,3,2,8
QB118873,7,5,yes,250.06,4,3,10
QB118875,17,4,yes,162.2,5,5,20
QB118882,9,2,yes,279.51,2,2,14
QB118883,7,3,yes,226.17,2,4,18
QB118890,1,1,no,0.0,1,2,12
QB118898,4,2,no,0.0,4,3,29
QB118900,9,6,no,0.0,4,4,17
QB118904,12,13,no,0.0,4,4,59
QB118906,15,5,yes,127.52,7,5,44
QB118908,4,6,yes,252.04,3,3,33
QB118909,6,10,no,0.0,10,6,38
QB118911,13,6,no,0.0,7,5,38
QB118912,8,7,yes,383.37,5,2,20
QB118921,4,2,yes,276.85,3,2,11
QB118923,6,3,yes,202.07,1,4,13
QB118926,2,3,no,0.0,0,1,4
QB118934,1,1,no,0.0,2,1,3
QB118938,2,1,no,0.0,1,1,2
QB118939,2,1,no,0.0,1,1,3
QB118947,6,7,yes,761.22,5,2,14
QB118950,1,3,no,0.0,0,2,11
QB118951,1,2,no,0.0,2,2,5
QB118956,6,4,yes,200.78,1,3,31
QB118957,1,1,yes,87.88,1,1,7
QB118960,4,2,no,0.0,3,2,4
QB118961,2,0,no,0.0,2,1,2
QB118965,4,1,no,0.0,2,1,8
QB118978,2,0,yes,234.04,0,1,6
QB118981,1,1,no,0.0,1,1,4
QB118985,7,7,yes,102.53,4,7,37
QB118986,3,2,no,0.0,0,2,4
QB118987,14,13,yes,251.93,8,4,25
QB118991,6,4,no,0.0,1,4,32
QB118992,17,12,yes,224.08,6,6,26
QB118993,3,7,yes,449.02,4,3,10
QB118998,6,13,yes,298.25,7,7,39
QB118999,4,2,no,0.0,3,2,7
QB119004,1,1,no,0.0,1,1,2
QB119007,5,4,no,0.0,1,2,22
QB119008,7,2,no,0.0,1,2,9
QB119010,1,3,no,0.0,1,1,8
QB119012,4,2,no,0.0,3,1,4
QB119020,1,1,no,0.0,3,1,13
QB119025,1,0,no,0.0,1,1,7
QB119028,1,1,yes,211.21,3,2,5
QB119034,1,0,no,0.0,0,1,3
QB119044,2,1,no,0.0,0,1,6
QB119052,1,0,no,0.0,2,1,4
QB119055,1,2,yes,342.09,1,1,4
QB119056,5,6,no,0.0,2,4,13
QB119058,3,1,no,0.0,3,2,11
QB119064,4,3,yes,357.27,3,2,10
QB119066,7,7,yes,356.67,1,3,21
QB119070,2,0,no,0.0,0,1,7
QB119073,1,2,yes,135.85,3,1,3
QB119075,7,2,no,0.0,2,2,19
QB119078,3,3,yes,301.88,3,2,10
QB119081,3,2,yes,220.17,0,2,11
QB119091,2,2,yes,457.04,2,2,8
QB119098,1,0,no,0.0,0,1,7
QB119102,4,6,yes,124.92,5,4,32
QB119105,2,1,no,0.0,3,2,14
QB119106,8,3,no,0.0,4,3,9
QB119107,8,6,yes,999.81,1,3,14
QB119116,1,3,yes,172.97,0,1,4
QB119121,3,2,no,0.0,1,2,12
QB119126,17,6,yes,246.64,8,5,21
QB119130,10,4,yes,513.98,9,6,51
QB119132,12,14,no,0.0,8,5,72
QB119135,4,2,no,0.0,1,1,9
QB119136,2,0,no,0.0,1,1,3
QB119138,5,11,yes,114.3,8,6,77
QB119139,8,2,no,0.0,5,4,16
QB119144,14,7,yes,485.82,7,7,29
QB119153,6,6,no,0.0,4,4,25
QB119156,1,1,no,0.0,0,1,7
QB119159,6,6,no,0.0,2,4,17
QB119163,7,7,yes,356.62,4,2,25
QB119170,7,5,yes,495.24,4,2,32
QB119184,1,1,yes,376.53,1,2,5
QB119190,2,4,no,0.0,4,4,20
QB119194,2,4,yes,210.0,5,4,27
QB119197,1,0,no,0.0,0,1,6
QB119199,9,4,yes,200.63,4,2,32
QB119206,1,1,no,0.0,1,1,7
QB119208,2,1,no,0.0,0,2,14
QB119209,9,3,no,0.0,3,3,14
QB119214,3,1,no,0.0,0,2,9
QB119215,1,1,no,0.0,0,1,2
QB119224,7,2,no,0.0,2,2,29
QB119227,1,1,no,0.0,0,1,6
QB119232,2,1,no,0.0,0,1,2
QB119241,2,1,no,0.0,2,1,7
QB119245,15,5,yes,149.06,10,7,51
QB119255,4,2,yes,272.69,2,2,12
QB119259,1,2,yes,239.83,2,1,11
QB119263,7,11,yes,106.23,5,5,66
QB119271,4,3,no,0.0,3,2,6
QB119275,13,5,yes,308.39,4,4,42
QB119277,4,2,no,0.0,2,2,14
QB119279,4,7,yes,167.1,1,2,8
QB119283,2,0,no,0.0,1,1,2
QB119284,9,3,yes,283.23,2,3,31
QB119287,3,5,yes,421.99,5,3,34
QB119292,2,0,no,0.0,1,1,3
QB119297,4,7,no,0.0,1,3,30
QB119301,1,2,yes,559.77,2,2,8
QB119304,5,7,no,0.0,3,3,27
QB119305,4,2,yes,193.36,2,1,12
QB119308,2,6,no,0.0,4,3,19
QB119311,9,2,yes,297.64,2,2,22
QB119312,1,1,no,0.0,2,1,4
QB119313,4,3,no,0.0,1,1,4
QB119315,2,4,yes,169.08,1,4,31
QB119316,6,4,no,0.0,1,3,18
QB119323,9,2,no,0.0,4,4,18
QB119328,3,1,no,0.0,1,2,4
QB119329,1,0,no,0.0,1,1,7
QB119331,3,1,no,0.0,1,1,14
QB119341,2,0,no,0.0,2,1,7
QB119349,2,3,no,0.0,3,2,4
QB119350,6,10,yes,278.49,8,6,26
QB119355,3,2,yes,228.63,4,2,30
QB119359,19,13,yes,523.06,10,5,36
QB119361,9,4,no,0.0,1,3,34
QB119367,2,3,yes,317.96,3,2,8
QB119369,8,7,yes,192.3,1,3,21
QB119372,6,7,yes,221.91,9,5,60
QB119373,1,2,no,0.0,0,1,8
QB119374,4,1,yes,212.05,1,2,10
QB119375,4,7,no,0.0,2,4,16
QB119377,3,2,no,0.0,1,2,14
QB119378,1,1,no,0.0,1,1,6
QB119379,2,3,no,0.0,1,1,13
QB119384,2,3,no,0.0,2,2,6
QB119387,5,12,yes,264.48,11,6,52
QB119388,4,4,no,0.0,5,2,25
QB119405,2,1,no,0.0,0,1,2
QB119411,2,5,no,0.0,1,3,23
QB119412,4,4,no,0.0,4,4,31
QB119414,2,3,no,0.0,1,2,13
QB119415,1,0,no,0.0,0,1,2
QB119423,1,1,no,0.0,0,1,7
QB119427,6,4,no,0.0,2,3,13
QB119430,4,2,no,0.0,2,1,6
QB119432,2,1,no,0.0,1,1,5
QB119436,3,3,no,0.0,1,1,9
QB119438,6,11,yes,368.91,8,4,66
QB119440,8,5,yes,530.82,5,4,52
QB119441,3,4,yes,123.55,5,4,12
QB119442,1,1,no,0.0,1,1,7
QB119453,2,0,no,0.0,0,1,4
QB119457,14,14,yes,229.02,5,5,66
QB119458,3,2,no,0.0,1,2,11
QB119464,6,3,yes,217.62,2,2,14
QB119473,2,0,yes,314.07,1,1,5
QB119476,2,1,no,0.0,0,2,4
QB119478,2,3,no,0.0,4,4,11
QB119481,1,3,no,0.0,3,1,13
QB119486,8,6,no,0.0,3,3,11
QB119487,9,6,yes,277.76,4,3,30
QB119491,4,5,yes,298.1,3,3,27
QB119494,5,4,yes,352.04,4,4,47
QB119495,6,12,yes,268.68,10,6,34
QB119508,2,7,no,0.0,5,4,23
QB119510,1,1,no,0.0,1,1,12
QB119512,2,3,yes,241.16,3,1,14
QB119518,5,5,yes,75.83,4,5,54
QB119520,6,5,yes,197.4,5,4,23
QB119527,1,3,no,0.0,3,2,11
QB119533,12,13,yes,348.03,7,5,77
QB119538,2,2,no,0.0,0,1,11
QB119543,9,9,yes,232.56,4,5,64
QB119550,6,4,yes,299.67,4,4,69
QB119552,7,9,yes,118.82,3,5,45
QB119554,1,0,no,0.0,0,1,6
QB119557,4,2,no,0.0,1,2,14
QB119561,8,5,yes,145.16,8,7,45
QB119563,3,4,no,0.0,4,3,12
QB119566,3,1,yes,157.65,3,2,4
QB119572,1,1,no,0.0,2,1,6
QB119575,4,7,no,0.0,5,2,30
QB119576,14,5,yes,122.65,5,7,54
QB119577,1,3,yes,272.01,2,1,14
QB119580,6,5,yes,388.46,3,2,8
QB119582,2,0,no,0.0,1,1,5
QB119583,2,1,yes,206.49,2,2,9
QB119584,2,4,yes,85.59,5,2,29
QB119587,2,1,no,0.0,1,1,1
QB119590,8,5,yes,135.16,2,4,29
QB119594,1,0,no,0.0,0,1,4
QB119600,9,2,no,0.0,5,3,8
QB119604,1,3,no,0.0,2,2,8
QB119609,6,7,yes,80.42,5,2,31
QB119614,19,11,yes,268.78,5,5,52
QB119617,9,5,yes,195.3,5,2,26
QB119625,8,6,yes,131.37,1,2,29
QB119629,2,3,no,0.0,0,2,13
QB119630,5,11,yes,170.82,6,7,60
QB119640,6,4,yes,101.55,5,2,27
QB119652,9,3,yes,175.06,2,3,23
QB119662,1,1,no,0.0,3,2,11
QB119665,14,6,yes,304.91,8,4,40
QB119666,9,6,no,0.0,4,3,23
QB119669,4,1,yes,135.98,3,1,5
QB119675,1,1,no,0.0,0,1,4
QB119684,1,2,no,0.0,0,1,14
QB119685,6,5,no,0.0,5,4,25
QB119688,16,8,yes,350.09,8,4,42
QB119689,4,7,no,0.0,4,3,25
QB119697,19,11,no,0.0,7,6,79
QB119701,2,2,yes,115.97,0,1,10
QB119702,12,8,yes,334.91,8,5,77
QB119704,1,3,yes,204.09,1,1,5
QB119709,7,12,yes,314.03,6,7,79
QB119710,3,1,no,0.0,3,2,11
QB119718,1,0,no,0.0,0,1,7
QB119720,4,2,no,0.0,2,3,16
QB119721,8,4,yes,320.13,2,4,27
QB119723,2,1,no,0.0,0,1,2
QB119724,4,5,yes,362.31,1,4,24
QB119725,1,1,no,0.0,0,1,5
QB119738,2,0,no,0.0,1,1,2
QB119750,4,4,yes,294.64,5,3,30
QB119752,3,2,no,0.0,1,1,10
QB119753,9,9,yes,135.8,6,6,57
QB119755,2,7,yes,88.84,5,2,34
QB119757,1,0,no,0.0,0,1,5
QB119758,5,7,no,0.0,3,2,32
QB119761,2,0,no,0.0,2,1,6
QB119770,12,12,yes,155.98,5,6,52
QB119771,4,3,no,0.0,0,2,10
QB119778,3,2,no,0.0,3,2,5
QB119783,11,10,yes,305.23,4,4,47
QB119786,4,1,no,0.0,3,2,8
QB119789,18,12,yes,116.34,7,6,58
QB119796,6,3,no,0.0,3,2,16
QB119814,1,2,no,0.0,1,1,3
QB119819,1,0,no,0.0,1,1,7
QB119822,6,7,no,0.0,3,2,32
QB119825,4,2,no,0.0,0,1,14
QB119826,15,4,no,0.0,6,7,39
QB119831,4,2,yes,250.29,0,1,4
QB119836,2,2,yes,139.06,2,4,23
QB119841,4,1,yes,230.74,1,2,5
QB119854,8,11,yes,346.67,4,7,41
QB119855,5,2,no,0.0,1,4,14
QB119858,2,1,no,0.0,2,1,2
QB119860,4,1,yes,332.58,2,1,13
QB119861,2,0,no,0.0,1,1,5
QB119862,12,7,no,0.0,5,7,74
QB119863,3,3,no,0.0,0,1,8
QB119868,2,3,yes,487.78,3,2,11
QB119869,1,2,yes,177.03,3,2,12
QB119870,1,1,no,0.0,0,1,6
QB119880,2,3,no,0.0,0,2,12
QB119881,13,4,yes,390.28,8,4,39
QB119896,2,3,no,0.0,0,1,13
QB119901,2,2,no,0.0,3,2,6
QB119907,2,3,no,0.0,1,2,10
QB119908,1,1,no,0.0,0,1,5
QB119916,7,6,no,0.0,4,2,21
QB119919,1,0,no,0.0,0,1,7
QB119924,1,1,no,0.0,2,1,4
QB119926,1,3,yes,298.56,3,1,5
QB119928,3,3,no,0.0,3,2,7
QB119929,3,2,yes,249.46,0,2,8
QB119932,4,3,no,0.0,1,2,4
QB119936,2,1,yes,238.69,0,1,3
QB119939,3,3,no,0.0,2,1,14
QB119941,4,3,no,0.0,4,3,20
QB119944,1,2,yes,202.23,0,2,12
QB119945,3,3,yes,134.97,2,1,6
QB119968,6,12,yes,325.11,6,5,24
QB119969,1,1,no,0.0,0,1,3
QB119970,6,5,yes,430.78,3,4,12
QB119973,2,0,no,0.0,1,1,5
QB119974,1,0,no,0.0,0,1,7
QB119982,2,1,yes,196.26,2,2,5
QB119983,3,3,no,0.0,3,2,9
QB119985,8,14,yes,218.45,3,4,72
QB119990,1,0,yes,415.58,0,1,2
QB119991,4,1,no,0.0,3,2,7
QB119994,4,3,yes,256.57,3,1,14
QB119999,9,5,no,0.0,4,4,17
QB120004,4,3,no,0.0,0,2,13
QB120005,3,3,no,0.0,2,3,14
QB120010,17,9,yes,284.75,9,6,34
QB120013,2,0,no,0.0,0,1,6
QB120014,17,9,yes,247.44,10,5,48
QB120017,2,5,yes,820.07,3,2,16
QB120018,9,9,yes,246.02,4,7,67
QB120021,2,3,no,0.0,4,4,24
QB120025,2,1,no,0.0,1,1,4
QB120036,2,0,no,0.0,2,1,4
QB120038,6,3,yes,227.07,1,3,8
QB120042,1,2,no,0.0,1,2,12
QB120046,4,3,no,0.0,1,2,12
QB120053,2,0,no,0.0,0,1,7
QB120054,3,5,yes,303.83,2,3,15
QB120059,1,2,no,0.0,0,1,4
QB120076,6,7,no,0.0,2,3,15
QB120077,7,2,no,0.0,2,4,29
QB120079,5,12,yes,303.44,10,6,35
QB120082,1,1,no,0.0,1,1,7
QB120084,4,2,yes,503.67,0,2,10
QB120088,14,6,yes,273.06,6,7,31
QB120094,1,0,no,0.0,1,1,7
QB120100,8,2,no,0.0,1,2,21
QB120108,2,0,no,0.0,1,1,6
QB120118,3,1,yes,174.35,1,1,13
QB120127,4,5,no,0.0,3,4,33
QB120130,1,2,yes,220.84,3,2,7
