user_id,experiment_group,city,device_os,acquisition_channel,acquisition_cost,first_order_datetime,first_order_value,first_order_delivery_time_mins,first_order_discount_value,first_order_item_count,first_order_payment_method,returned_7d,second_order_datetime,second_order_value,second_order_delivery_time_mins,second_order_discount_value,second_order_item_count,second_order_status,second_order_payment_method,w2_returned,w2_order_value
EXP200578,control,Bangalore,android,organic_search,49.14,2025-04-08 17:39:08,89.77,14.6,26.93,1,upi,0,,,,,,,,0,
EXP200579,control,Chennai,android,referral,62.82,2025-04-08 12:07:54,109.73,21.7,32.92,1,credit_card,0,,,,,,,,0,
EXP200580,control,Delhi NCR,ios,google_ads,133.18,2025-04-06 12:16:30,291.1,16.3,87.33,2,upi,0,,,,,,,,0,
EXP200581,control,Chennai,android,offline_events,203.05,2025-04-07 09:05:32,228.93,21.200000000000003,54.41,6,upi,1,2025-04-13 12:30:32,465.63,15.3,0.0,6.0,Delivered,upi,1,241.11
EXP200582,control,Delhi NCR,android,organic_search,44.93,2025-04-09 12:50:59,146.95,13.3,44.08,2,cod,1,2025-04-11 17:22:59,145.88,13.6,0.0,2.0,Delivered,cod,1,347.97
EXP200583,control,Ahmedabad,ios,google_ads,94.99,2025-04-08 19:00:20,93.65,16.8,28.1,1,debit_card,0,,,,,,,,0,
EXP200584,control,Hyderabad,ios,organic_search,60.9,2025-04-10 13:49:26,256.21,15.1,47.55,1,upi,0,,,,,,,,0,
EXP200585,control,Hyderabad,android,organic_search,44.86,2025-04-06 18:33:50,219.41,16.6,51.31,2,upi,1,2025-04-11 03:41:50,178.43,13.399999999999999,0.0,1.0,Delivered,debit_card,0,
EXP200586,control,Hyderabad,ios,meta_ads,73.29,2025-04-07 13:45:19,317.25,17.4,89.12,7,debit_card,0,,,,,,,,0,
EXP200587,control,Kolkata,ios,google_ads,130.36,2025-04-08 19:21:24,264.08,16.5,79.22,1,upi,0,,,,,,,,0,
EXP200588,control,Bangalore,ios,referral,88.02,2025-04-06 11:56:48,168.18,10.8,50.45,6,pay_later,1,2025-04-09 18:16:48,238.33,11.0,0.0,4.0,Delivered,upi,1,221.79
EXP200589,control,Bangalore,ios,offline_events,173.85,2025-04-05 06:03:28,502.63,7.3,51.01,8,cod,0,,,,,,,,0,
EXP200590,control,Chennai,ios,referral,42.77,2025-04-10 11:40:05,230.73,18.2,42.47,2,cod,1,2025-04-16 18:20:05,449.74,18.4,0.0,12.0,Delivered,upi,0,
EXP200591,control,Bangalore,ios,app_store,21.19,2025-04-11 18:04:59,211.48,20.7,63.44,3,upi,0,,,,,,,,0,
EXP200592,control,Mumbai,android,organic_search,46.82,2025-04-06 08:26:38,189.48,15.1,56.84,4,pay_later,0,,,,,,,,0,
EXP200593,control,Hyderabad,android,meta_ads,94.6,2025-04-11 19:40:36,530.7,19.5,98.55,9,debit_card,0,,,,,,,,0,
EXP200594,control,Kolkata,ios,meta_ads,108.0,2025-04-10 08:17:11,158.99,17.2,47.7,2,debit_card,1,2025-04-12 10:13:11,332.83,20.700000000000003,0.0,2.0,Delivered,upi,0,
EXP200595,control,Bangalore,ios,influencer,146.39,2025-04-09 13:18:02,166.88,13.0,50.06,1,upi,0,,,,,,,,0,
EXP200596,control,Bangalore,ios,meta_ads,108.01,2025-04-06 20:19:50,293.38,8.7,67.85,4,debit_card,0,,,,,,,,0,
EXP200597,control,Mumbai,ios,google_ads,80.3,2025-04-06 17:39:50,107.84,17.2,32.35,2,debit_card,0,,,,,,,,0,
EXP200598,control,Delhi NCR,android,referral,80.38,2025-04-09 11:49:52,124.74,13.3,37.42,1,cod,0,,,,,,,,0,
EXP200599,control,Bangalore,android,meta_ads,47.33,2025-04-10 11:08:47,419.39,14.1,62.45,11,upi,1,2025-04-12 23:35:47,871.26,9.5,80.0,12.0,Delivered,cod,1,228.9
EXP200600,control,Bangalore,ios,meta_ads,103.55,2025-04-08 21:53:33,128.79,9.4,38.64,1,cod,0,,,,,,,,0,
EXP200601,control,Bangalore,android,google_ads,161.14,2025-04-11 17:17:11,213.53,12.1,64.06,1,debit_card,0,,,,,,,,0,
EXP200602,control,Mumbai,android,organic_search,43.18,2025-04-05 11:40:05,89.94,14.8,26.98,1,upi,1,2025-04-10 19:55:05,301.8,14.6,0.0,3.0,Delivered,pay_later,1,268.88
EXP200603,control,Delhi NCR,ios,influencer,107.79,2025-04-09 12:33:11,187.38,10.5,56.21,6,credit_card,0,,,,,,,,0,
EXP200604,control,Pune,android,referral,61.92,2025-04-08 15:19:42,300.8,19.1,52.57,4,debit_card,0,,,,,,,,0,
EXP200605,control,Delhi NCR,android,app_store,30.7,2025-04-11 20:24:27,205.02,16.3,55.34,3,pay_later,0,,,,,,,,0,
EXP200606,control,Delhi NCR,android,influencer,150.47,2025-04-10 18:17:14,151.27,20.6,45.38,1,pay_later,1,2025-04-13 23:10:14,325.7,8.6,0.0,5.0,Delivered,upi,0,
EXP200607,control,Chennai,android,google_ads,119.15,2025-04-09 18:02:25,163.32,16.4,49.0,4,upi,0,,,,,,,,0,
EXP200608,control,Delhi NCR,android,offline_events,250.95,2025-04-06 18:13:40,334.53,16.6,70.74,3,debit_card,0,,,,,,,,0,
EXP200609,control,Delhi NCR,ios,app_store,25.44,2025-04-07 21:45:04,164.82,18.7,49.45,2,upi,1,2025-04-15 16:04:04,359.69,14.8,0.0,2.0,Delivered,upi,0,
EXP200610,control,Bangalore,android,meta_ads,145.94,2025-04-05 19:13:26,125.58,19.1,37.67,4,cod,0,,,,,,,,0,
EXP200611,control,Kolkata,android,app_store,27.54,2025-04-08 16:48:58,103.03,11.2,30.91,1,upi,1,2025-04-11 00:01:58,315.03,15.4,0.0,3.0,Delivered,cod,1,430.34
EXP200612,control,Mumbai,android,google_ads,136.28,2025-04-08 20:57:12,213.56,22.2,64.07,4,upi,0,,,,,,,,0,
EXP200613,control,Pune,ios,offline_events,200.23,2025-04-10 14:20:49,423.35,13.7,75.8,7,cod,1,2025-04-12 22:38:49,303.1,16.2,0.0,5.0,Delivered,credit_card,0,
EXP200614,control,Delhi NCR,ios,app_store,37.54,2025-04-09 08:45:40,256.81,17.8,69.3,2,upi,0,,,,,,,,0,
EXP200615,control,Mumbai,android,organic_search,50.02,2025-04-08 19:09:23,535.8,20.8,66.63,7,upi,1,2025-04-13 04:37:23,340.45,18.6,0.0,6.0,Delivered,upi,0,
EXP200616,control,Kolkata,ios,google_ads,158.35,2025-04-06 07:43:37,475.14,18.3,45.16,4,upi,0,,,,,,,,0,
EXP200617,control,Delhi NCR,android,offline_events,189.11,2025-04-06 20:15:12,134.84,12.100000000000001,40.45,1,cod,0,,,,,,,,0,
EXP200618,control,Hyderabad,android,referral,61.23,2025-04-10 20:13:34,203.05,14.799999999999999,60.91,4,cod,0,,,,,,,,0,
EXP200619,control,Pune,android,google_ads,131.58,2025-04-07 07:53:17,216.79,16.3,45.79,3,pay_later,0,,,,,,,,0,
EXP200620,control,Delhi NCR,android,google_ads,101.65,2025-04-06 18:49:07,197.42,17.3,49.7,2,pay_later,0,,,,,,,,0,
EXP200621,control,Mumbai,ios,offline_events,234.78,2025-04-06 13:43:39,228.21,14.9,68.46,3,upi,0,,,,,,,,0,
EXP200622,control,Chennai,android,app_store,40.26,2025-04-05 18:10:19,381.45,20.3,71.49,6,cod,1,2025-04-12 02:04:19,397.29,11.9,0.0,1.0,Delivered,pay_later,0,
EXP200623,control,Kolkata,android,influencer,175.08,2025-04-05 21:22:24,307.9,16.1,61.72,1,upi,0,,,,,,,,0,
EXP200624,control,Delhi NCR,android,google_ads,127.35,2025-04-10 18:25:35,236.77,15.2,71.03,2,pay_later,1,2025-04-12 20:55:35,250.38,18.6,0.0,4.0,Delivered,upi,1,360.55
EXP200625,control,Mumbai,android,meta_ads,91.53,2025-04-08 10:37:53,314.0,21.8,94.2,8,debit_card,1,2025-04-10 15:28:53,409.08,15.4,0.0,6.0,Delivered,debit_card,0,
EXP200626,control,Mumbai,android,influencer,201.23,2025-04-11 15:58:01,289.32,10.4,86.8,5,cod,0,,,,,,,,0,
EXP200627,control,Mumbai,android,referral,94.67,2025-04-08 18:46:20,392.08,20.5,74.39,4,cod,1,2025-04-12 13:35:20,209.79,20.5,0.0,4.0,Delivered,upi,1,378.93
EXP200628,control,Delhi NCR,android,google_ads,64.11,2025-04-09 18:19:34,184.94,18.3,55.48,2,upi,1,2025-04-10 21:44:34,309.96,15.3,28.62,3.0,Delivered,upi,0,
EXP200629,control,Bangalore,ios,organic_search,50.87,2025-04-10 08:39:00,237.37,10.5,53.61,3,upi,0,,,,,,,,0,
EXP200630,control,Kolkata,ios,organic_search,60.35,2025-04-06 20:21:37,291.76,16.900000000000002,73.79,5,upi,1,2025-04-09 16:16:37,207.73,22.4,10.99,1.0,Delivered,cod,1,224.86
EXP200631,control,Kolkata,android,influencer,65.75,2025-04-11 17:20:34,305.61,17.8,50.36,5,upi,0,,,,,,,,0,
EXP200632,control,Delhi NCR,android,organic_search,59.08,2025-04-11 15:02:32,141.27,12.6,42.38,2,upi,0,,,,,,,,1,213.46
EXP200633,control,Delhi NCR,ios,google_ads,60.84,2025-04-08 10:05:17,167.81,16.4,48.59,2,credit_card,0,,,,,,,,0,
EXP200634,control,Bangalore,android,meta_ads,68.27,2025-04-11 18:23:29,439.11,10.6,56.65,5,credit_card,0,,,,,,,,0,
EXP200635,control,Bangalore,android,app_store,27.76,2025-04-08 11:51:38,224.64,23.299999999999997,67.39,4,upi,0,,,,,,,,0,
EXP200636,control,Chennai,android,meta_ads,84.04,2025-04-08 06:33:34,223.51,15.7,61.02,4,upi,0,,,,,,,,0,
EXP200637,control,Delhi NCR,ios,google_ads,124.66,2025-04-09 19:32:56,327.9,20.9,86.82,4,pay_later,1,2025-04-12 15:12:56,469.8,21.299999999999997,0.0,7.0,Delivered,upi,0,
EXP200638,control,Delhi NCR,ios,organic_search,25.41,2025-04-07 09:45:24,205.76,20.599999999999998,41.91,1,upi,1,2025-04-11 19:43:24,477.82,14.9,52.99,4.0,Delivered,upi,1,423.88
EXP200639,control,Pune,ios,referral,109.31,2025-04-08 13:09:45,157.88,6.2,47.36,2,debit_card,1,2025-04-15 18:53:45,305.36,22.3,0.0,8.0,Delivered,cod,0,
EXP200640,control,Bangalore,ios,organic_search,28.46,2025-04-05 13:57:27,316.8,6.0,56.36,2,pay_later,0,,,,,,,,0,
EXP200641,control,Bangalore,android,organic_search,39.11,2025-04-11 10:57:09,197.7,18.8,59.31,1,upi,1,2025-04-13 19:39:09,190.06,18.9,0.0,1.0,Delivered,pay_later,0,
EXP200642,control,Pune,ios,influencer,72.98,2025-04-06 19:21:10,338.6,16.6,43.21,2,debit_card,0,,,,,,,,0,
EXP200643,control,Hyderabad,android,meta_ads,94.68,2025-04-09 20:06:17,214.38,13.8,64.31,2,upi,0,,,,,,,,0,
EXP200644,control,Mumbai,android,influencer,187.86,2025-04-07 11:34:09,207.86,16.0,62.36,4,cod,1,2025-04-09 20:56:09,733.73,21.9,63.5,6.0,Delivered,debit_card,1,433.46
EXP200645,control,Pune,ios,app_store,30.12,2025-04-10 06:05:27,362.82,19.9,58.16,3,upi,0,,,,,,,,0,
EXP200646,control,Pune,android,app_store,43.07,2025-04-11 13:22:26,325.27,13.9,65.7,4,debit_card,1,2025-04-17 20:06:26,247.43,20.8,0.0,1.0,Delivered,credit_card,0,
EXP200647,control,Bangalore,android,app_store,12.45,2025-04-08 10:07:11,145.23,13.4,43.57,2,upi,0,,,,,,,,0,
EXP200648,control,Delhi NCR,android,organic_search,52.25,2025-04-11 20:08:11,153.62,12.2,46.09,1,upi,1,2025-04-12 22:05:11,105.51,11.5,8.3,1.0,Delivered,credit_card,0,
EXP200649,control,Mumbai,android,referral,72.08,2025-04-06 18:13:57,475.69,21.3,99.87,2,upi,0,,,,,,,,0,
EXP200650,control,Delhi NCR,android,offline_events,183.06,2025-04-06 12:20:47,352.77,8.5,95.33,5,upi,1,2025-04-11 22:54:47,169.9,16.3,0.0,3.0,Delivered,cod,0,
EXP200651,control,Mumbai,android,google_ads,133.79,2025-04-11 09:48:36,191.63,14.899999999999999,57.49,3,debit_card,1,2025-04-12 20:39:36,229.96,19.7,0.0,1.0,Delivered,upi,1,315.96
EXP200652,control,Bangalore,ios,google_ads,131.67,2025-04-05 12:24:49,259.62,8.9,68.56,1,upi,0,,,,,,,,0,
EXP200653,control,Mumbai,android,influencer,177.67,2025-04-10 00:17:10,147.07,15.2,44.12,2,upi,1,2025-04-17 19:08:10,309.46,17.5,0.0,5.0,Delivered,upi,0,
EXP200654,control,Mumbai,android,google_ads,143.62,2025-04-08 19:43:54,434.15,17.4,59.57,5,credit_card,0,,,,,,,,0,
EXP200655,control,Hyderabad,ios,meta_ads,102.9,2025-04-09 21:27:32,156.55,17.1,46.97,3,pay_later,0,,,,,,,,0,
EXP200656,control,Bangalore,ios,google_ads,85.17,2025-04-05 19:06:36,413.72,17.0,76.05,7,credit_card,1,2025-04-09 06:43:36,279.56,17.6,0.0,4.0,Delivered,cod,0,
EXP200657,control,Bangalore,ios,google_ads,134.9,2025-04-09 21:19:41,146.44,11.2,43.93,1,debit_card,0,,,,,,,,0,
EXP200658,control,Kolkata,android,referral,97.59,2025-04-05 16:44:28,87.99,19.6,26.4,2,debit_card,0,,,,,,,,0,
EXP200659,control,Chennai,android,influencer,150.67,2025-04-05 14:01:54,308.41,18.6,87.17,6,upi,1,2025-04-13 02:05:54,589.76,14.9,0.0,15.0,Delivered,credit_card,0,
EXP200660,control,Mumbai,android,google_ads,115.7,2025-04-07 12:29:19,186.43,12.1,55.93,2,debit_card,0,,,,,,,,1,303.56
EXP200661,control,Mumbai,android,influencer,257.96,2025-04-07 13:33:01,318.2,11.7,81.98,6,upi,0,,,,,,,,0,
EXP200662,control,Mumbai,ios,meta_ads,148.99,2025-04-09 17:48:18,233.03,9.4,69.91,5,cod,0,,,,,,,,0,
EXP200663,control,Pune,ios,meta_ads,140.03,2025-04-11 18:05:06,432.57,13.1,83.05,3,upi,0,,,,,,,,0,
EXP200664,control,Hyderabad,ios,app_store,29.49,2025-04-08 07:21:48,187.61,14.0,41.27,2,upi,0,,,,,,,,0,
EXP200665,control,Mumbai,android,offline_events,145.15,2025-04-08 21:39:46,329.05,14.6,86.6,11,upi,0,,,,,,,,0,
EXP200666,control,Mumbai,android,organic_search,42.64,2025-04-08 16:10:12,118.03,18.9,35.41,1,upi,1,2025-04-11 19:25:12,246.72,15.9,0.0,4.0,Delivered,upi,1,388.87
EXP200667,control,Chennai,android,meta_ads,117.73,2025-04-10 14:47:26,166.52,12.8,43.57,1,upi,0,,,,,,,,0,
EXP200668,control,Kolkata,android,google_ads,176.95,2025-04-10 19:23:46,95.19,19.3,28.56,4,debit_card,1,2025-04-13 21:16:46,390.03,24.1,34.95,3.0,Delivered,cod,1,566.96
EXP200669,control,Delhi NCR,android,organic_search,38.42,2025-04-08 12:50:23,218.38,10.9,65.51,1,credit_card,1,2025-04-14 21:58:23,609.38,17.9,0.0,11.0,Delivered,pay_later,0,
EXP200670,control,Hyderabad,ios,google_ads,93.06,2025-04-06 16:21:57,95.23,10.9,28.57,1,upi,0,,,,,,,,0,
EXP200671,control,Chennai,android,organic_search,39.6,2025-04-05 19:11:50,371.36,21.0,63.83,10,upi,0,,,,,,,,0,
EXP200672,control,Mumbai,ios,organic_search,47.86,2025-04-06 10:36:33,72.02,22.4,21.61,1,credit_card,0,,,,,,,,0,
EXP200673,control,Pune,android,influencer,96.49,2025-04-10 11:27:19,129.26,16.8,38.78,1,upi,1,2025-04-12 19:11:19,183.52,15.5,0.0,4.0,Delivered,upi,0,
EXP200674,control,Mumbai,android,meta_ads,115.06,2025-04-11 10:34:56,372.09,17.0,75.64,4,pay_later,1,2025-04-12 18:58:56,284.83,15.2,0.0,6.0,Delivered,credit_card,1,174.32
EXP200675,control,Mumbai,android,google_ads,172.97,2025-04-10 09:24:58,282.33,15.899999999999999,70.06,1,upi,0,,,,,,,,0,
EXP200676,control,Mumbai,ios,referral,91.44,2025-04-08 15:48:15,297.95,11.5,89.38,4,upi,0,,,,,,,,0,
EXP200677,control,Hyderabad,ios,app_store,23.59,2025-04-06 14:54:51,208.27,13.1,62.48,2,debit_card,0,,,,,,,,0,
EXP200678,control,Chennai,ios,app_store,42.75,2025-04-09 10:39:46,145.39,14.1,43.62,2,upi,1,2025-04-11 20:34:46,470.45,14.3,0.0,4.0,Delivered,upi,0,
EXP200679,control,Bangalore,android,referral,59.66,2025-04-08 20:41:19,152.78,16.6,45.83,3,upi,0,,,,,,,,0,
EXP200680,control,Mumbai,android,referral,38.34,2025-04-07 19:50:23,135.1,16.6,40.53,1,upi,0,,,,,,,,0,
EXP200681,control,Ahmedabad,android,organic_search,39.56,2025-04-05 07:10:53,156.84,18.9,47.05,2,cod,0,,,,,,,,1,180.11
EXP200682,control,Mumbai,android,organic_search,50.27,2025-04-05 12:12:22,178.13,15.4,53.44,1,credit_card,0,,,,,,,,0,
EXP200683,control,Bangalore,android,meta_ads,128.43,2025-04-05 11:00:46,150.41,11.399999999999999,45.12,2,upi,0,,,,,,,,0,
EXP200684,control,Hyderabad,android,organic_search,25.58,2025-04-07 21:41:56,345.06,12.9,47.45,5,pay_later,0,,,,,,,,0,
EXP200685,control,Hyderabad,android,influencer,176.01,2025-04-08 13:32:37,223.26,10.8,66.98,1,upi,0,,,,,,,,0,
EXP200686,control,Bangalore,android,meta_ads,77.82,2025-04-11 10:43:41,216.48,15.899999999999999,64.94,1,debit_card,0,,,,,,,,0,
EXP200687,control,Delhi NCR,ios,offline_events,197.0,2025-04-08 10:00:31,617.87,22.3,74.82,6,upi,0,,,,,,,,0,
EXP200688,control,Delhi NCR,android,meta_ads,137.47,2025-04-07 19:52:53,147.92,13.899999999999999,44.38,1,pay_later,0,,,,,,,,0,
EXP200689,control,Hyderabad,ios,offline_events,212.96,2025-04-07 11:49:19,171.51,16.099999999999998,51.45,1,upi,0,,,,,,,,0,
EXP200690,control,Hyderabad,android,google_ads,75.67,2025-04-10 09:18:23,184.72,19.9,55.42,1,upi,1,2025-04-12 19:40:23,263.6,15.8,0.0,2.0,Delivered,upi,0,
EXP200691,control,Mumbai,ios,google_ads,94.12,2025-04-05 10:31:59,250.09,26.299999999999997,44.2,2,upi,1,2025-04-06 22:09:59,473.32,7.8,61.2,10.0,Delivered,upi,0,
EXP200692,control,Kolkata,android,meta_ads,101.49,2025-04-10 11:08:18,324.0,19.5,59.0,3,debit_card,0,,,,,,,,0,
EXP200693,control,Delhi NCR,android,meta_ads,155.17,2025-04-09 13:03:39,244.01,14.9,73.2,1,credit_card,0,,,,,,,,0,
EXP200694,control,Bangalore,android,meta_ads,125.07,2025-04-06 01:37:28,196.8,16.2,59.04,4,cod,1,2025-04-09 11:59:28,349.7,13.3,0.0,10.0,Delivered,upi,1,240.05
EXP200695,control,Mumbai,ios,influencer,164.89,2025-04-05 17:09:45,184.0,19.8,53.12,2,upi,0,,,,,,,,0,
EXP200696,control,Bangalore,ios,organic_search,29.03,2025-04-10 11:29:40,423.27,18.1,83.47,6,upi,0,,,,,,,,0,
EXP200697,control,Pune,android,offline_events,258.03,2025-04-09 07:24:53,136.11,14.9,40.83,2,upi,0,,,,,,,,0,
EXP200698,control,Hyderabad,ios,referral,51.6,2025-04-05 18:06:28,266.73,14.399999999999999,80.02,7,upi,0,,,,,,,,0,
EXP200699,control,Bangalore,android,influencer,128.08,2025-04-07 20:35:08,147.6,16.7,44.28,3,debit_card,0,,,,,,,,0,
EXP200700,control,Bangalore,ios,organic_search,59.2,2025-04-05 22:33:10,163.52,10.8,49.06,1,credit_card,1,2025-04-07 21:22:10,504.09,8.7,0.0,8.0,Delivered,debit_card,0,
EXP200701,control,Pune,android,organic_search,44.17,2025-04-08 18:21:49,173.58,14.100000000000001,52.07,3,upi,1,2025-04-14 07:37:49,478.96,8.3,0.0,5.0,Delivered,upi,1,224.12
EXP200702,control,Chennai,android,referral,79.11,2025-04-11 09:28:55,306.85,19.2,67.44,1,debit_card,0,,,,,,,,0,
EXP200703,control,Hyderabad,android,influencer,144.09,2025-04-09 09:05:59,134.46,13.200000000000001,40.34,1,debit_card,0,,,,,,,,1,269.48
EXP200704,control,Mumbai,android,meta_ads,84.34,2025-04-07 19:09:03,374.45,15.4,97.95,8,upi,0,,,,,,,,0,
EXP200705,control,Hyderabad,android,influencer,94.95,2025-04-10 22:53:58,151.45,12.0,45.43,3,upi,1,2025-04-17 09:42:58,192.37,,0.0,2.0,Cancelled,upi,0,
EXP200706,control,Mumbai,android,referral,68.89,2025-04-08 11:36:42,403.67,19.400000000000002,54.53,7,upi,0,,,,,,,,0,
EXP200707,control,Bangalore,android,referral,124.75,2025-04-10 10:48:23,265.36,16.6,71.56,3,upi,0,,,,,,,,0,
EXP200708,control,Mumbai,android,referral,80.72,2025-04-09 11:03:33,92.39,17.6,27.72,2,upi,0,,,,,,,,0,
EXP200709,control,Delhi NCR,android,organic_search,24.91,2025-04-11 10:23:18,158.6,17.5,47.58,1,upi,1,2025-04-13 16:50:18,548.79,7.3,0.0,11.0,Delivered,debit_card,1,259.78
EXP200710,control,Mumbai,ios,referral,68.38,2025-04-08 16:00:45,175.95,9.8,52.78,1,upi,1,2025-04-11 02:08:45,1270.42,14.9,0.0,17.0,Delivered,upi,0,
EXP200711,control,Mumbai,android,google_ads,73.64,2025-04-05 19:50:00,106.76,15.799999999999999,32.03,1,upi,1,2025-04-12 22:03:00,580.68,12.9,0.0,10.0,Delivered,upi,0,
EXP200712,control,Mumbai,android,offline_events,225.06,2025-04-08 21:33:33,236.89,10.6,45.03,2,upi,1,2025-04-15 07:12:33,308.84,20.6,0.0,10.0,Delivered,upi,1,312.94
EXP200713,control,Bangalore,android,organic_search,31.91,2025-04-05 09:37:39,200.2,18.599999999999998,60.06,8,debit_card,0,,,,,,,,0,
EXP200714,control,Delhi NCR,android,google_ads,110.53,2025-04-09 08:00:39,313.5,11.7,76.54,3,upi,1,2025-04-16 18:20:39,344.98,,0.0,8.0,Cancelled,upi,0,
EXP200715,control,Mumbai,android,google_ads,121.5,2025-04-09 19:55:47,163.42,13.5,49.03,1,debit_card,0,,,,,,,,0,
EXP200716,control,Hyderabad,android,organic_search,59.46,2025-04-11 17:22:58,135.1,13.7,40.53,3,credit_card,0,,,,,,,,0,
EXP200717,control,Chennai,ios,google_ads,86.65,2025-04-05 09:50:00,92.51,11.6,27.75,2,debit_card,0,,,,,,,,0,
EXP200718,control,Kolkata,android,meta_ads,98.24,2025-04-08 18:37:00,179.86,20.5,53.96,4,upi,0,,,,,,,,0,
EXP200719,control,Hyderabad,ios,organic_search,43.77,2025-04-11 08:25:52,206.17,6.0,53.7,3,debit_card,0,,,,,,,,0,
EXP200720,control,Pune,android,google_ads,84.75,2025-04-07 17:52:53,317.67,10.7,49.7,4,pay_later,0,,,,,,,,0,
EXP200721,control,Bangalore,android,organic_search,9.76,2025-04-07 10:39:05,135.22,14.0,40.57,1,pay_later,1,2025-04-09 19:08:05,215.47,13.2,0.0,3.0,Delivered,upi,0,
EXP200722,control,Chennai,ios,organic_search,43.47,2025-04-10 10:56:21,154.1,16.5,46.23,1,upi,1,2025-04-11 20:29:21,562.51,12.2,0.0,15.0,Delivered,cod,1,545.24
EXP200723,control,Chennai,android,app_store,36.73,2025-04-06 08:29:48,263.38,14.3,72.0,2,upi,0,,,,,,,,0,
EXP200724,control,Delhi NCR,android,referral,82.06,2025-04-07 20:45:31,282.75,17.1,73.64,1,upi,1,2025-04-09 13:32:31,291.97,7.7,0.0,5.0,Delivered,upi,1,382.07
EXP200725,control,Mumbai,ios,google_ads,149.35,2025-04-10 09:34:55,110.03,17.9,33.01,1,cod,0,,,,,,,,0,
EXP200726,control,Pune,android,organic_search,36.39,2025-04-07 21:44:00,144.22,14.1,43.27,2,credit_card,1,2025-04-11 18:14:00,278.09,13.0,0.0,4.0,Delivered,cod,1,405.37
EXP200727,control,Delhi NCR,android,referral,104.81,2025-04-06 10:12:44,244.41,18.3,73.32,5,upi,0,,,,,,,,0,
EXP200728,control,Pune,ios,referral,113.95,2025-04-08 06:43:22,408.59,13.3,79.41,1,pay_later,1,2025-04-14 11:16:22,584.52,13.2,0.0,9.0,Delivered,upi,0,
EXP200729,control,Mumbai,ios,offline_events,207.66,2025-04-10 10:30:00,395.61,20.1,47.58,8,upi,0,,,,,,,,0,
EXP200730,control,Ahmedabad,android,meta_ads,110.24,2025-04-07 20:32:25,200.35,15.1,60.1,5,cod,0,,,,,,,,0,
EXP200731,control,Bangalore,ios,referral,80.41,2025-04-07 10:52:40,347.37,14.4,82.47,3,cod,0,,,,,,,,0,
EXP200732,control,Delhi NCR,android,meta_ads,91.01,2025-04-09 09:58:50,103.37,14.6,31.01,1,debit_card,0,,,,,,,,0,
EXP200733,control,Pune,android,google_ads,151.8,2025-04-06 15:47:28,91.57,11.3,27.47,1,debit_card,0,,,,,,,,0,
EXP200734,control,Mumbai,ios,meta_ads,128.84,2025-04-09 17:02:17,204.75,12.6,61.42,2,debit_card,0,,,,,,,,0,
EXP200735,control,Kolkata,android,organic_search,40.99,2025-04-05 07:48:26,307.43,16.0,70.59,4,debit_card,1,2025-04-11 11:10:26,563.86,22.0,0.0,11.0,Delivered,upi,0,
EXP200736,control,Mumbai,ios,referral,94.22,2025-04-06 19:57:58,85.45,20.099999999999998,25.64,2,upi,0,,,,,,,,0,
EXP200737,control,Pune,android,organic_search,35.38,2025-04-08 08:12:18,391.2,12.7,93.2,6,debit_card,1,2025-04-13 18:35:18,391.03,17.7,21.34,3.0,Delivered,debit_card,1,687.45
EXP200738,control,Ahmedabad,android,google_ads,109.99,2025-04-08 06:25:13,100.96,17.5,30.29,1,upi,0,,,,,,,,0,
EXP200739,control,Delhi NCR,android,offline_events,188.78,2025-04-11 20:30:58,291.02,15.9,64.79,6,upi,1,2025-04-12 22:13:58,343.16,11.8,0.0,3.0,Delivered,debit_card,0,
EXP200740,control,Pune,ios,referral,85.89,2025-04-10 21:23:12,191.03,18.2,57.31,4,pay_later,0,,,,,,,,0,
EXP200741,control,Pune,android,organic_search,34.65,2025-04-07 07:38:05,161.64,16.6,48.49,1,credit_card,0,,,,,,,,0,
EXP200742,control,Bangalore,android,app_store,34.49,2025-04-06 22:51:50,395.82,12.4,68.36,4,upi,0,,,,,,,,0,
EXP200743,control,Ahmedabad,android,google_ads,135.96,2025-04-07 14:17:14,346.02,17.2,58.2,8,credit_card,1,2025-04-11 23:36:14,342.26,17.6,0.0,4.0,Delivered,credit_card,0,
EXP200744,control,Delhi NCR,android,google_ads,166.36,2025-04-06 21:06:39,128.37,13.1,38.51,2,upi,0,,,,,,,,0,
EXP200745,control,Hyderabad,android,app_store,22.07,2025-04-06 12:07:51,202.15,9.0,60.64,2,credit_card,0,,,,,,,,0,
EXP200746,control,Delhi NCR,android,app_store,14.49,2025-04-05 19:30:04,120.78,17.2,36.23,1,pay_later,0,,,,,,,,0,
EXP200747,control,Ahmedabad,android,offline_events,108.3,2025-04-05 20:20:00,202.43,22.900000000000002,52.63,4,debit_card,0,,,,,,,,0,
EXP200748,control,Delhi NCR,android,referral,91.76,2025-04-11 10:35:16,314.63,16.7,48.25,3,upi,1,2025-04-13 16:15:16,251.66,18.4,0.0,4.0,Delivered,debit_card,0,
EXP200749,control,Hyderabad,android,referral,84.44,2025-04-06 22:36:38,274.25,9.8,44.61,4,cod,0,,,,,,,,0,
EXP200750,control,Pune,ios,google_ads,35.63,2025-04-07 15:48:51,471.55,8.2,52.74,8,upi,1,2025-04-11 17:04:51,362.94,18.2,0.0,5.0,Delivered,pay_later,1,314.95
EXP200751,control,Mumbai,ios,app_store,36.92,2025-04-10 20:50:09,123.73,16.3,37.12,1,debit_card,0,,,,,,,,0,
